wt,image_id,time,style,gender,image_name,label_name,label
W,05894,90,hiphop,M,W_05894_90_hiphop_M.jpg,M_hiphop,11
W,00073,50,ivy,M,W_00073_50_ivy_M.jpg,M_ivy,13
W,00432,90,hiphop,W,W_00432_90_hiphop_W.jpg,W_hiphop,20
W,05529,10,sportivecasual,W,W_05529_10_sportivecasual_W.jpg,W_sportivecasual,7
W,04993,70,hippie,W,W_04993_70_hippie_W.jpg,W_hippie,12
W,14824,50,feminine,W,W_14824_50_feminine_W.jpg,W_feminine,6
W,04695,10,sportivecasual,M,W_04695_10_sportivecasual_M.jpg,M_sportivecasual,1
W,02845,60,mods,M,W_02845_60_mods_M.jpg,M_mods,18
W,17097,70,hippie,W,W_17097_70_hippie_W.jpg,W_hippie,12
W,16975,10,sportivecasual,M,W_16975_10_sportivecasual_M.jpg,M_sportivecasual,1
W,03033,60,mods,M,W_03033_60_mods_M.jpg,M_mods,18
W,08767,60,minimal,W,W_08767_60_minimal_W.jpg,W_minimal,0
W,04421,00,metrosexual,M,W_04421_00_metrosexual_M.jpg,M_metrosexual,9
W,06915,00,metrosexual,M,W_06915_00_metrosexual_M.jpg,M_metrosexual,9
W,01969,90,lingerie,W,W_01969_90_lingerie_W.jpg,W_lingerie,28
W,15364,00,metrosexual,M,W_15364_00_metrosexual_M.jpg,M_metrosexual,9
W,02794,90,hiphop,M,W_02794_90_hiphop_M.jpg,M_hiphop,11
W,06809,00,metrosexual,M,W_06809_00_metrosexual_M.jpg,M_metrosexual,9
W,15471,10,sportivecasual,M,W_15471_10_sportivecasual_M.jpg,M_sportivecasual,1
W,06519,50,ivy,M,W_06519_50_ivy_M.jpg,M_ivy,13
W,14443,10,sportivecasual,W,W_14443_10_sportivecasual_W.jpg,W_sportivecasual,7
W,18080,90,kitsch,W,W_18080_90_kitsch_W.jpg,W_kitsch,16
W,18923,19,normcore,W,W_18923_19_normcore_W.jpg,W_normcore,2
W,14604,80,powersuit,W,W_14604_80_powersuit_W.jpg,W_powersuit,15
W,04836,50,feminine,W,W_04836_50_feminine_W.jpg,W_feminine,6
W,13803,80,bodyconscious,W,W_13803_80_bodyconscious_W.jpg,W_bodyconscious,14
W,32797,90,hiphop,M,W_32797_90_hiphop_M.jpg,M_hiphop,11
W,12811,60,mods,M,W_12811_60_mods_M.jpg,M_mods,18
W,01170,90,lingerie,W,W_01170_90_lingerie_W.jpg,W_lingerie,28
W,15042,19,lounge,W,W_15042_19_lounge_W.jpg,W_lounge,23
W,12843,19,normcore,M,W_12843_19_normcore_M.jpg,M_normcore,4
W,09168,80,bold,M,W_09168_80_bold_M.jpg,M_bold,3
W,31979,19,normcore,M,W_31979_19_normcore_M.jpg,M_normcore,4
W,15093,50,ivy,M,W_15093_50_ivy_M.jpg,M_ivy,13
W,15661,70,hippie,M,W_15661_70_hippie_M.jpg,M_hippie,8
W,13795,60,space,W,W_13795_60_space_W.jpg,W_space,29
W,07490,80,powersuit,W,W_07490_80_powersuit_W.jpg,W_powersuit,15
W,00681,70,punk,W,W_00681_70_punk_W.jpg,W_punk,21
W,10814,50,ivy,M,W_10814_50_ivy_M.jpg,M_ivy,13
W,26359,19,normcore,M,W_26359_19_normcore_M.jpg,M_normcore,4
W,00162,60,minimal,W,W_00162_60_minimal_W.jpg,W_minimal,0
W,08578,80,bodyconscious,W,W_08578_80_bodyconscious_W.jpg,W_bodyconscious,14
W,13663,90,hiphop,W,W_13663_90_hiphop_W.jpg,W_hiphop,20
W,06784,90,hiphop,M,W_06784_90_hiphop_M.jpg,M_hiphop,11
W,16231,80,bold,M,W_16231_80_bold_M.jpg,M_bold,3
W,09492,50,feminine,W,W_09492_50_feminine_W.jpg,W_feminine,6
W,13304,80,powersuit,W,W_13304_80_powersuit_W.jpg,W_powersuit,15
W,05752,60,minimal,W,W_05752_60_minimal_W.jpg,W_minimal,0
W,13329,50,feminine,W,W_13329_50_feminine_W.jpg,W_feminine,6
W,14123,70,hippie,W,W_14123_70_hippie_W.jpg,W_hippie,12
W,08877,10,athleisure,W,W_08877_10_athleisure_W.jpg,W_athleisure,25
W,24923,00,metrosexual,M,W_24923_00_metrosexual_M.jpg,M_metrosexual,9
W,04587,10,sportivecasual,M,W_04587_10_sportivecasual_M.jpg,M_sportivecasual,1
W,09109,10,sportivecasual,W,W_09109_10_sportivecasual_W.jpg,W_sportivecasual,7
W,16348,90,hiphop,M,W_16348_90_hiphop_M.jpg,M_hiphop,11
W,17944,70,hippie,M,W_17944_70_hippie_M.jpg,M_hippie,8
W,16092,80,bold,M,W_16092_80_bold_M.jpg,M_bold,3
W,00492,50,ivy,M,W_00492_50_ivy_M.jpg,M_ivy,13
W,24769,60,mods,M,W_24769_60_mods_M.jpg,M_mods,18
W,15623,70,hippie,M,W_15623_70_hippie_M.jpg,M_hippie,8
W,06476,00,cityglam,W,W_06476_00_cityglam_W.jpg,W_cityglam,19
W,11313,19,genderless,W,W_11313_19_genderless_W.jpg,W_genderless,26
W,19228,70,disco,W,W_19228_70_disco_W.jpg,W_disco,17
W,01188,90,kitsch,W,W_01188_90_kitsch_W.jpg,W_kitsch,16
W,03825,90,lingerie,W,W_03825_90_lingerie_W.jpg,W_lingerie,28
W,11897,00,oriental,W,W_11897_00_oriental_W.jpg,W_oriental,24
W,19192,60,minimal,W,W_19192_60_minimal_W.jpg,W_minimal,0
W,17583,80,bold,M,W_17583_80_bold_M.jpg,M_bold,3
W,00815,19,normcore,M,W_00815_19_normcore_M.jpg,M_normcore,4
W,06213,90,hiphop,M,W_06213_90_hiphop_M.jpg,M_hiphop,11
W,26489,70,hippie,M,W_26489_70_hippie_M.jpg,M_hippie,8
W,03991,60,minimal,W,W_03991_60_minimal_W.jpg,W_minimal,0
W,26237,50,ivy,M,W_26237_50_ivy_M.jpg,M_ivy,13
W,02740,50,ivy,M,W_02740_50_ivy_M.jpg,M_ivy,13
W,07657,60,popart,W,W_07657_60_popart_W.jpg,W_popart,27
W,01154,10,athleisure,W,W_01154_10_athleisure_W.jpg,W_athleisure,25
W,06863,60,mods,M,W_06863_60_mods_M.jpg,M_mods,18
W,30406,60,mods,M,W_30406_60_mods_M.jpg,M_mods,18
W,06102,10,athleisure,W,W_06102_10_athleisure_W.jpg,W_athleisure,25
W,07133,60,mods,M,W_07133_60_mods_M.jpg,M_mods,18
W,01681,90,hiphop,M,W_01681_90_hiphop_M.jpg,M_hiphop,11
W,33023,10,sportivecasual,M,W_33023_10_sportivecasual_M.jpg,M_sportivecasual,1
W,03925,80,bodyconscious,W,W_03925_80_bodyconscious_W.jpg,W_bodyconscious,14
W,15257,00,metrosexual,M,W_15257_00_metrosexual_M.jpg,M_metrosexual,9
W,16082,60,mods,M,W_16082_60_mods_M.jpg,M_mods,18
W,18694,50,feminine,W,W_18694_50_feminine_W.jpg,W_feminine,6
W,08750,19,normcore,W,W_08750_19_normcore_W.jpg,W_normcore,2
W,15900,90,hiphop,M,W_15900_90_hiphop_M.jpg,M_hiphop,11
W,07651,90,kitsch,W,W_07651_90_kitsch_W.jpg,W_kitsch,16
W,05526,10,sportivecasual,W,W_05526_10_sportivecasual_W.jpg,W_sportivecasual,7
W,14273,80,bodyconscious,W,W_14273_80_bodyconscious_W.jpg,W_bodyconscious,14
W,05950,00,cityglam,W,W_05950_00_cityglam_W.jpg,W_cityglam,19
W,11613,90,kitsch,W,W_11613_90_kitsch_W.jpg,W_kitsch,16
W,15201,10,sportivecasual,M,W_15201_10_sportivecasual_M.jpg,M_sportivecasual,1
W,11903,00,oriental,W,W_11903_00_oriental_W.jpg,W_oriental,24
W,18902,50,feminine,W,W_18902_50_feminine_W.jpg,W_feminine,6
W,10194,60,minimal,W,W_10194_60_minimal_W.jpg,W_minimal,0
W,25835,10,sportivecasual,M,W_25835_10_sportivecasual_M.jpg,M_sportivecasual,1
W,01759,19,normcore,M,W_01759_19_normcore_M.jpg,M_normcore,4
W,01109,80,bodyconscious,W,W_01109_80_bodyconscious_W.jpg,W_bodyconscious,14
W,14872,80,powersuit,W,W_14872_80_powersuit_W.jpg,W_powersuit,15
W,07569,00,cityglam,W,W_07569_00_cityglam_W.jpg,W_cityglam,19
W,48687,60,mods,M,W_48687_60_mods_M.jpg,M_mods,18
W,05463,19,normcore,W,W_05463_19_normcore_W.jpg,W_normcore,2
W,04649,10,sportivecasual,M,W_04649_10_sportivecasual_M.jpg,M_sportivecasual,1
W,06781,70,hippie,M,W_06781_70_hippie_M.jpg,M_hippie,8
W,04814,60,popart,W,W_04814_60_popart_W.jpg,W_popart,27
W,05619,00,ecology,W,W_05619_00_ecology_W.jpg,W_ecology,10
W,12805,50,ivy,M,W_12805_50_ivy_M.jpg,M_ivy,13
W,02403,70,punk,W,W_02403_70_punk_W.jpg,W_punk,21
W,12729,00,metrosexual,M,W_12729_00_metrosexual_M.jpg,M_metrosexual,9
W,17553,19,normcore,M,W_17553_19_normcore_M.jpg,M_normcore,4
W,07840,19,normcore,W,W_07840_19_normcore_W.jpg,W_normcore,2
W,19818,70,punk,W,W_19818_70_punk_W.jpg,W_punk,21
W,07764,70,hippie,M,W_07764_70_hippie_M.jpg,M_hippie,8
W,01378,10,sportivecasual,W,W_01378_10_sportivecasual_W.jpg,W_sportivecasual,7
W,17265,19,normcore,M,W_17265_19_normcore_M.jpg,M_normcore,4
W,24845,80,bold,M,W_24845_80_bold_M.jpg,M_bold,3
W,03457,60,minimal,W,W_03457_60_minimal_W.jpg,W_minimal,0
W,18858,50,classic,W,W_18858_50_classic_W.jpg,W_classic,5
W,27042,60,mods,M,W_27042_60_mods_M.jpg,M_mods,18
W,13841,60,minimal,W,W_13841_60_minimal_W.jpg,W_minimal,0
W,07382,00,metrosexual,M,W_07382_00_metrosexual_M.jpg,M_metrosexual,9
W,25553,60,mods,M,W_25553_60_mods_M.jpg,M_mods,18
W,03653,90,hiphop,W,W_03653_90_hiphop_W.jpg,W_hiphop,20
W,02277,80,bodyconscious,W,W_02277_80_bodyconscious_W.jpg,W_bodyconscious,14
W,26425,90,hiphop,M,W_26425_90_hiphop_M.jpg,M_hiphop,11
W,39995,19,normcore,M,W_39995_19_normcore_M.jpg,M_normcore,4
W,16025,19,normcore,M,W_16025_19_normcore_M.jpg,M_normcore,4
W,07526,70,hippie,W,W_07526_70_hippie_W.jpg,W_hippie,12
W,09083,00,ecology,W,W_09083_00_ecology_W.jpg,W_ecology,10
W,01116,50,feminine,W,W_01116_50_feminine_W.jpg,W_feminine,6
W,05040,10,sportivecasual,W,W_05040_10_sportivecasual_W.jpg,W_sportivecasual,7
W,00553,10,sportivecasual,M,W_00553_10_sportivecasual_M.jpg,M_sportivecasual,1
W,19318,19,genderless,W,W_19318_19_genderless_W.jpg,W_genderless,26
W,29485,10,sportivecasual,M,W_29485_10_sportivecasual_M.jpg,M_sportivecasual,1
W,10823,50,ivy,M,W_10823_50_ivy_M.jpg,M_ivy,13
W,12458,50,ivy,M,W_12458_50_ivy_M.jpg,M_ivy,13
W,28604,10,sportivecasual,M,W_28604_10_sportivecasual_M.jpg,M_sportivecasual,1
W,15305,80,bold,M,W_15305_80_bold_M.jpg,M_bold,3
W,16299,10,sportivecasual,M,W_16299_10_sportivecasual_M.jpg,M_sportivecasual,1
W,12210,80,bold,M,W_12210_80_bold_M.jpg,M_bold,3
W,30688,50,ivy,M,W_30688_50_ivy_M.jpg,M_ivy,13
W,31568,19,normcore,M,W_31568_19_normcore_M.jpg,M_normcore,4
W,13070,50,feminine,W,W_13070_50_feminine_W.jpg,W_feminine,6
W,06739,90,hiphop,M,W_06739_90_hiphop_M.jpg,M_hiphop,11
W,00088,10,sportivecasual,M,W_00088_10_sportivecasual_M.jpg,M_sportivecasual,1
W,03227,70,hippie,W,W_03227_70_hippie_W.jpg,W_hippie,12
W,25712,90,hiphop,M,W_25712_90_hiphop_M.jpg,M_hiphop,11
W,15270,60,mods,M,W_15270_60_mods_M.jpg,M_mods,18
W,08139,10,athleisure,W,W_08139_10_athleisure_W.jpg,W_athleisure,25
W,08845,10,sportivecasual,W,W_08845_10_sportivecasual_W.jpg,W_sportivecasual,7
W,00194,50,classic,W,W_00194_50_classic_W.jpg,W_classic,5
W,09843,10,sportivecasual,M,W_09843_10_sportivecasual_M.jpg,M_sportivecasual,1
W,18297,50,classic,W,W_18297_50_classic_W.jpg,W_classic,5
W,18353,80,powersuit,W,W_18353_80_powersuit_W.jpg,W_powersuit,15
W,26363,19,normcore,M,W_26363_19_normcore_M.jpg,M_normcore,4
W,03934,70,hippie,W,W_03934_70_hippie_W.jpg,W_hippie,12
W,17361,80,bold,M,W_17361_80_bold_M.jpg,M_bold,3
W,10733,70,military,W,W_10733_70_military_W.jpg,W_military,22
W,09945,80,bodyconscious,W,W_09945_80_bodyconscious_W.jpg,W_bodyconscious,14
W,08957,19,normcore,W,W_08957_19_normcore_W.jpg,W_normcore,2
W,01266,10,athleisure,W,W_01266_10_athleisure_W.jpg,W_athleisure,25
W,19735,90,grunge,W,W_19735_90_grunge_W.jpg,W_grunge,30
W,16719,70,hippie,M,W_16719_70_hippie_M.jpg,M_hippie,8
W,32975,80,bold,M,W_32975_80_bold_M.jpg,M_bold,3
W,06393,19,lounge,W,W_06393_19_lounge_W.jpg,W_lounge,23
W,32460,50,ivy,M,W_32460_50_ivy_M.jpg,M_ivy,13
W,30435,80,bold,M,W_30435_80_bold_M.jpg,M_bold,3
W,00374,19,genderless,W,W_00374_19_genderless_W.jpg,W_genderless,26
W,18335,00,oriental,W,W_18335_00_oriental_W.jpg,W_oriental,24
W,18739,70,military,W,W_18739_70_military_W.jpg,W_military,22
W,05754,90,lingerie,W,W_05754_90_lingerie_W.jpg,W_lingerie,28
W,06734,60,mods,M,W_06734_60_mods_M.jpg,M_mods,18
W,18422,50,classic,W,W_18422_50_classic_W.jpg,W_classic,5
W,14304,70,punk,W,W_14304_70_punk_W.jpg,W_punk,21
W,05725,19,lounge,W,W_05725_19_lounge_W.jpg,W_lounge,23
W,17926,19,normcore,M,W_17926_19_normcore_M.jpg,M_normcore,4
W,12398,80,bold,M,W_12398_80_bold_M.jpg,M_bold,3
W,10321,00,cityglam,W,W_10321_00_cityglam_W.jpg,W_cityglam,19
W,15415,80,bold,M,W_15415_80_bold_M.jpg,M_bold,3
W,18857,50,classic,W,W_18857_50_classic_W.jpg,W_classic,5
W,14173,90,kitsch,W,W_14173_90_kitsch_W.jpg,W_kitsch,16
W,07252,90,hiphop,M,W_07252_90_hiphop_M.jpg,M_hiphop,11
W,13480,50,classic,W,W_13480_50_classic_W.jpg,W_classic,5
W,02390,60,minimal,W,W_02390_60_minimal_W.jpg,W_minimal,0
W,10222,00,oriental,W,W_10222_00_oriental_W.jpg,W_oriental,24
W,10398,00,ecology,W,W_10398_00_ecology_W.jpg,W_ecology,10
W,16774,00,metrosexual,M,W_16774_00_metrosexual_M.jpg,M_metrosexual,9
W,15172,00,metrosexual,M,W_15172_00_metrosexual_M.jpg,M_metrosexual,9
W,17207,00,metrosexual,M,W_17207_00_metrosexual_M.jpg,M_metrosexual,9
W,15241,60,mods,M,W_15241_60_mods_M.jpg,M_mods,18
W,14799,80,powersuit,W,W_14799_80_powersuit_W.jpg,W_powersuit,15
W,18441,19,genderless,W,W_18441_19_genderless_W.jpg,W_genderless,26
W,19607,19,lounge,W,W_19607_19_lounge_W.jpg,W_lounge,23
W,03536,70,military,W,W_03536_70_military_W.jpg,W_military,22
W,06511,50,ivy,M,W_06511_50_ivy_M.jpg,M_ivy,13
W,14108,60,minimal,W,W_14108_60_minimal_W.jpg,W_minimal,0
W,18115,90,kitsch,W,W_18115_90_kitsch_W.jpg,W_kitsch,16
W,02855,10,sportivecasual,M,W_02855_10_sportivecasual_M.jpg,M_sportivecasual,1
W,06426,19,normcore,W,W_06426_19_normcore_W.jpg,W_normcore,2
W,03522,80,powersuit,W,W_03522_80_powersuit_W.jpg,W_powersuit,15
W,11144,00,metrosexual,M,W_11144_00_metrosexual_M.jpg,M_metrosexual,9
W,12440,80,bold,M,W_12440_80_bold_M.jpg,M_bold,3
W,09896,00,ecology,W,W_09896_00_ecology_W.jpg,W_ecology,10
W,06083,80,bodyconscious,W,W_06083_80_bodyconscious_W.jpg,W_bodyconscious,14
W,16520,90,hiphop,M,W_16520_90_hiphop_M.jpg,M_hiphop,11
W,08324,80,bodyconscious,W,W_08324_80_bodyconscious_W.jpg,W_bodyconscious,14
W,02009,19,genderless,W,W_02009_19_genderless_W.jpg,W_genderless,26
W,13478,19,genderless,W,W_13478_19_genderless_W.jpg,W_genderless,26
W,06101,10,sportivecasual,W,W_06101_10_sportivecasual_W.jpg,W_sportivecasual,7
W,03118,50,feminine,W,W_03118_50_feminine_W.jpg,W_feminine,6
W,03474,70,military,W,W_03474_70_military_W.jpg,W_military,22
W,09542,70,disco,W,W_09542_70_disco_W.jpg,W_disco,17
W,08345,00,ecology,W,W_08345_00_ecology_W.jpg,W_ecology,10
W,07090,10,sportivecasual,M,W_07090_10_sportivecasual_M.jpg,M_sportivecasual,1
W,03634,10,sportivecasual,W,W_03634_10_sportivecasual_W.jpg,W_sportivecasual,7
W,05039,70,hippie,W,W_05039_70_hippie_W.jpg,W_hippie,12
W,04487,10,athleisure,W,W_04487_10_athleisure_W.jpg,W_athleisure,25
W,16542,00,metrosexual,M,W_16542_00_metrosexual_M.jpg,M_metrosexual,9
W,01150,19,normcore,W,W_01150_19_normcore_W.jpg,W_normcore,2
W,12550,19,normcore,M,W_12550_19_normcore_M.jpg,M_normcore,4
W,16677,70,hippie,M,W_16677_70_hippie_M.jpg,M_hippie,8
W,07499,19,normcore,W,W_07499_19_normcore_W.jpg,W_normcore,2
W,03472,00,ecology,W,W_03472_00_ecology_W.jpg,W_ecology,10
W,10079,60,mods,M,W_10079_60_mods_M.jpg,M_mods,18
W,04188,10,sportivecasual,W,W_04188_10_sportivecasual_W.jpg,W_sportivecasual,7
W,11551,00,oriental,W,W_11551_00_oriental_W.jpg,W_oriental,24
W,00237,60,popart,W,W_00237_60_popart_W.jpg,W_popart,27
W,13323,00,ecology,W,W_13323_00_ecology_W.jpg,W_ecology,10
W,00776,19,normcore,W,W_00776_19_normcore_W.jpg,W_normcore,2
W,19014,90,kitsch,W,W_19014_90_kitsch_W.jpg,W_kitsch,16
W,09376,00,cityglam,W,W_09376_00_cityglam_W.jpg,W_cityglam,19
W,04309,90,hiphop,M,W_04309_90_hiphop_M.jpg,M_hiphop,11
W,10561,50,classic,W,W_10561_50_classic_W.jpg,W_classic,5
W,15438,70,hippie,M,W_15438_70_hippie_M.jpg,M_hippie,8
W,18707,60,space,W,W_18707_60_space_W.jpg,W_space,29
W,10139,80,powersuit,W,W_10139_80_powersuit_W.jpg,W_powersuit,15
W,00625,80,bodyconscious,W,W_00625_80_bodyconscious_W.jpg,W_bodyconscious,14
W,14919,19,normcore,W,W_14919_19_normcore_W.jpg,W_normcore,2
W,00036,50,ivy,M,W_00036_50_ivy_M.jpg,M_ivy,13
W,03125,80,bodyconscious,W,W_03125_80_bodyconscious_W.jpg,W_bodyconscious,14
W,19617,00,oriental,W,W_19617_00_oriental_W.jpg,W_oriental,24
W,05532,10,athleisure,W,W_05532_10_athleisure_W.jpg,W_athleisure,25
W,08589,80,bodyconscious,W,W_08589_80_bodyconscious_W.jpg,W_bodyconscious,14
W,05400,90,grunge,W,W_05400_90_grunge_W.jpg,W_grunge,30
W,05472,10,sportivecasual,W,W_05472_10_sportivecasual_W.jpg,W_sportivecasual,7
W,13399,90,kitsch,W,W_13399_90_kitsch_W.jpg,W_kitsch,16
W,10189,19,genderless,W,W_10189_19_genderless_W.jpg,W_genderless,26
W,05127,90,kitsch,W,W_05127_90_kitsch_W.jpg,W_kitsch,16
W,11824,70,military,W,W_11824_70_military_W.jpg,W_military,22
W,03826,90,lingerie,W,W_03826_90_lingerie_W.jpg,W_lingerie,28
W,18462,90,kitsch,W,W_18462_90_kitsch_W.jpg,W_kitsch,16
W,11173,80,bodyconscious,W,W_11173_80_bodyconscious_W.jpg,W_bodyconscious,14
W,11974,70,hippie,W,W_11974_70_hippie_W.jpg,W_hippie,12
W,05549,90,hiphop,W,W_05549_90_hiphop_W.jpg,W_hiphop,20
W,18174,00,oriental,W,W_18174_00_oriental_W.jpg,W_oriental,24
W,09664,19,normcore,W,W_09664_19_normcore_W.jpg,W_normcore,2
W,03144,50,classic,W,W_03144_50_classic_W.jpg,W_classic,5
W,13010,50,classic,W,W_13010_50_classic_W.jpg,W_classic,5
W,00829,10,sportivecasual,M,W_00829_10_sportivecasual_M.jpg,M_sportivecasual,1
W,11640,19,normcore,W,W_11640_19_normcore_W.jpg,W_normcore,2
W,01390,10,sportivecasual,W,W_01390_10_sportivecasual_W.jpg,W_sportivecasual,7
W,03952,70,hippie,W,W_03952_70_hippie_W.jpg,W_hippie,12
W,06031,70,punk,W,W_06031_70_punk_W.jpg,W_punk,21
W,00465,50,classic,W,W_00465_50_classic_W.jpg,W_classic,5
W,14211,60,minimal,W,W_14211_60_minimal_W.jpg,W_minimal,0
W,12807,50,ivy,M,W_12807_50_ivy_M.jpg,M_ivy,13
W,15116,00,metrosexual,M,W_15116_00_metrosexual_M.jpg,M_metrosexual,9
W,19612,90,kitsch,W,W_19612_90_kitsch_W.jpg,W_kitsch,16
W,19967,50,feminine,W,W_19967_50_feminine_W.jpg,W_feminine,6
W,17220,19,normcore,M,W_17220_19_normcore_M.jpg,M_normcore,4
W,00400,60,minimal,W,W_00400_60_minimal_W.jpg,W_minimal,0
W,11353,00,oriental,W,W_11353_00_oriental_W.jpg,W_oriental,24
W,08498,80,bodyconscious,W,W_08498_80_bodyconscious_W.jpg,W_bodyconscious,14
W,10999,10,athleisure,W,W_10999_10_athleisure_W.jpg,W_athleisure,25
W,10492,60,minimal,W,W_10492_60_minimal_W.jpg,W_minimal,0
W,02415,00,oriental,W,W_02415_00_oriental_W.jpg,W_oriental,24
W,13171,70,military,W,W_13171_70_military_W.jpg,W_military,22
W,19556,60,space,W,W_19556_60_space_W.jpg,W_space,29
W,05089,00,cityglam,W,W_05089_00_cityglam_W.jpg,W_cityglam,19
W,02170,50,feminine,W,W_02170_50_feminine_W.jpg,W_feminine,6
W,01334,19,normcore,W,W_01334_19_normcore_W.jpg,W_normcore,2
